repository,branch,loc,error,elapsed_seconds,file_count
NodeBB__NodeBB,instance_NodeBB__NodeBB-b1f9ad5534bb3a44dab5364f659876a4b7fe34c1-vnan,30249,,0.99,5109
NodeBB__NodeBB,instance_NodeBB__NodeBB-00c70ce7b0541cfc94afe567921d7668cdc8f4ac-vnan,30248,,0.54,5110
NodeBB__NodeBB,instance_NodeBB__NodeBB-eb49a64974ca844bca061744fb3383f5d13b02ad-vnan,30285,,0.62,5102
NodeBB__NodeBB,instance_NodeBB__NodeBB-f9ce92df988db7c1ae55d9ef96d247d27478bc70-vf2cf3cbd463b7ad942381f1c6d077626485a1e9e,38581,,1.05,5273
NodeBB__NodeBB,instance_NodeBB__NodeBB-a5afad27e52fd336163063ba40dcadc80233ae10-vd59a5728dfc977f44533186ace531248c2917516,38841,,0.88,5277
protonmail__webclients,instance_protonmail__webclients-e65cc5f33719e02e1c378146fb981d27bc24bdf4,1108360,,2.9,4310
protonmail__webclients,instance_protonmail__webclients-4817fe14e1356789c90165c2a53f6a043c2c5f83,1260326,,2.73,4428
protonmail__webclients,instance_protonmail__webclients-da91f084c0f532d9cc8ca385a701274d598057b8,1216949,,1.33,4470
protonmail__webclients,instance_protonmail__webclients-7b833df125859e5eb98a826e5b83efe0f93a347b,1222918,,1.89,4474
protonmail__webclients,instance_protonmail__webclients-3a6790f480309130b5d6332dce6c9d5ccca13ee3,1209531,,2.34,4527
protonmail__webclients,instance_protonmail__webclients-d494a66038112b239a381f49b3914caf8d2ef3b4,1211452,,3.19,4628
protonmail__webclients,instance_protonmail__webclients-6e1873b06df6529a469599aa1d69d3b18f7d9d37,1216446,,2.58,4647
protonmail__webclients,instance_protonmail__webclients-815695401137dac2975400fc610149a16db8214b,1240857,,1.93,4692
protonmail__webclients,instance_protonmail__webclients-e9677f6c46d5ea7d277a4532a4bf90074f125f31,1203771,,1.42,4925
protonmail__webclients,instance_protonmail__webclients-09fcf0dbdb87fa4f4a27700800ee4a3caed8b413,44652,,0.99,5222
protonmail__webclients,instance_protonmail__webclients-e7f3f20c8ad86089967498632ace73c1157a9d51,44694,,3.01,5223
protonmail__webclients,instance_protonmail__webclients-caf10ba9ab2677761c88522d1ba8ad025779c492,44930,,3.0,5226
protonmail__webclients,instance_protonmail__webclients-6f8916fbadf1d1f4a26640f53b5cf7f55e8bedb7,47366,,1.93,5256
protonmail__webclients,instance_protonmail__webclients-c5a2089ca2bfe9aa1d85a664b8ad87ef843a1c9c,47757,,1.18,5264
protonmail__webclients,instance_protonmail__webclients-08bb09914d0d37b0cd6376d4cab5b77728a43e7b,47892,,1.84,5267
protonmail__webclients,instance_protonmail__webclients-51742625834d3bd0d10fe0c7e76b8739a59c6b9f,48434,,1.69,5284
protonmail__webclients,instance_protonmail__webclients-8be4f6cb9380fcd2e67bcb18cef931ae0d4b869c,51390,,1.46,5328
protonmail__webclients,instance_protonmail__webclients-bf2e89c0c488ae1a87d503e5b09fe9dd2f2a635f,51129,,3.22,5373
protonmail__webclients,instance_protonmail__webclients-fc9d535e9beb3ae30a52a7146398cadfd6e30606,51275,,1.37,5385
protonmail__webclients,instance_protonmail__webclients-ae36cb23a1682dcfd69587c1b311ae0227e28f39,51117,,1.88,5381
protonmail__webclients,instance_protonmail__webclients-c6f65d205c401350a226bb005f42fac1754b0b5b,51156,,1.12,5384
protonmail__webclients,instance_protonmail__webclients-cfd7571485186049c10c822f214d474f1edde8d1,51600,,2.19,5405
protonmail__webclients,instance_protonmail__webclients-8142704f447df6e108d53cab25451c8a94976b92,52534,,3.22,5465
protonmail__webclients,instance_protonmail__webclients-f080ffc38e2ad7bddf2e93e5193e82c20c7a11e7,52791,,2.02,5477
protonmail__webclients,instance_protonmail__webclients-1917e37f5d9941a3459ce4b0177e201e2d94a622,53275,,2.79,5493
protonmail__webclients,instance_protonmail__webclients-715dbd4e6999499cd2a576a532d8214f75189116,53503,,1.8,5501
protonmail__webclients,instance_protonmail__webclients-f161c10cf7d31abf82e8d64d7a99c9fac5acfa18,53518,,1.1,5501
protonmail__webclients,instance_protonmail__webclients-8afd9ce04c8dde9e150e1c2b50d32e7ee2efa3e7,54126,,2.95,5535
protonmail__webclients,instance_protonmail__webclients-01ea5214d11e0df8b7170d91bafd34f23cb0f2b1,53997,,2.91,5524
protonmail__webclients,instance_protonmail__webclients-4feccbc9990980aee26ea29035f8f931d6089895,54009,,2.46,5525
protonmail__webclients,instance_protonmail__webclients-2f66db85455f4b22a47ffd853738f679b439593c,54918,,2.37,5583
protonmail__webclients,instance_protonmail__webclients-2dce79ea4451ad88d6bfe94da22e7f2f988efa60,63526,,2.97,5691
protonmail__webclients,instance_protonmail__webclients-5e815cfa518b223a088fa9bb232a5fc90ab15691,79794,,1.47,5783
protonmail__webclients,instance_protonmail__webclients-0200ce0fc1d4dbd35178c10d440a284c82ecc858,93516,,1.5,5856
protonmail__webclients,instance_protonmail__webclients-a6e6f617026794e7b505d649d2a7a9cdf17658c8,98659,,1.59,5916
protonmail__webclients,instance_protonmail__webclients-5d2576632037d655c3b6a28e98cd157f7e9a5ce1,98911,,2.49,5922
protonmail__webclients,instance_protonmail__webclients-369fd37de29c14c690cb3b1c09a949189734026f,106409,,1.12,6062
protonmail__webclients,instance_protonmail__webclients-df60460f163fd5c34e844ab9015e3176f1ab1ac0,108341,,3.55,6091
protonmail__webclients,instance_protonmail__webclients-32ff10999a06455cb2147f6873d627456924ae13,110551,,2.13,6095
protonmail__webclients,instance_protonmail__webclients-0d0267c4438cf378bda90bc85eed3a3615871ac4,111099,,2.26,6100
protonmail__webclients,instance_protonmail__webclients-944adbfe06644be0789f59b78395bdd8567d8547,111381,,2.61,6101
protonmail__webclients,instance_protonmail__webclients-cba6ebbd0707caa524ffee51c62b197f6122c902,248746,,2.78,6928
protonmail__webclients,instance_protonmail__webclients-708ed4a299711f0fa79a907cc5847cfd39c0fc71,250484,,2.83,6939
protonmail__webclients,instance_protonmail__webclients-5f0745dd6993bb1430a951c62a49807c6635cd77,254551,,2.5,6958
protonmail__webclients,instance_protonmail__webclients-0ec14e36ceb01ba45602a563e12352af8171ed39,260777,,1.28,7079
protonmail__webclients,instance_protonmail__webclients-dfe5604193d63bfcb91ce60d62db2f805c43bf11,265944,,1.67,7179
protonmail__webclients,instance_protonmail__webclients-2f2f6c311c6128fe86976950d3c0c2db07b03921,406197,,3.35,8569
protonmail__webclients,instance_protonmail__webclients-863d524b5717b9d33ce08a0f0535e3fd8e8d1ed8,418349,,5.07,8697
protonmail__webclients,instance_protonmail__webclients-b530a3db50cb33e5064464addbcbef1465856ce6,430397,,4.91,8826
protonmail__webclients,instance_protonmail__webclients-cb8cc309c6968b0a2a5fe4288d0ae0a969ff31e1,437713,,3.64,8911
protonmail__webclients,instance_protonmail__webclients-6dcf0d0b0f7965ad94be3f84971afeb437f25b02,441484,,3.23,8955
protonmail__webclients,instance_protonmail__webclients-01b519cd49e6a24d9a05d2eb97f54e420740072e,481755,,1.67,9354
protonmail__webclients,instance_protonmail__webclients-6e165e106d258a442ae849cdf08260329cb92d39,513312,,2.13,9756
protonmail__webclients,instance_protonmail__webclients-2c3559cad02d1090985dba7e8eb5a129144d9811,120064,,4.24,10805
protonmail__webclients,instance_protonmail__webclients-7e54526774e577c0ebb58ced7ba8bef349a69fec,291581,,5.58,12034
protonmail__webclients,instance_protonmail__webclients-c8117f446c3d1d7e117adc6e0e46b0ece9b0b90e,315802,,5.92,12255
protonmail__webclients,instance_protonmail__webclients-3f22e2172cbdfd7b9abb2b1d8fd80c16d38b4bbe,574420,,6.57,12147
protonmail__webclients,instance_protonmail__webclients-281a6b3f190f323ec2c0630999354fafb84b2880,558430,,7.33,12068
protonmail__webclients,instance_protonmail__webclients-1501eb765873b2884b6f1944fd242ecfc9d6b103,568692,,6.21,12143
protonmail__webclients,instance_protonmail__webclients-428cd033fede5fd6ae9dbc7ab634e010b10e4209,574948,,3.17,12264
protonmail__webclients,instance_protonmail__webclients-b387b24147e4b5ec3b482b8719ea72bee001462a,559351,,7.46,12516
protonmail__webclients,instance_protonmail__webclients-b9387af4cdf79c2cb2a221dea33d665ef789512e,572875,,6.79,12636
protonmail__webclients,instance_protonmail__webclients-d3e513044d299d04e509bf8c0f4e73d812030246,579846,,8.13,12714
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-77c3557995704a683cdb67e2a3055f7547fa22c3-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,221484,,0.48,766
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-6b320dc18662580e1313d2548fdd6231d2a97e6d-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,221667,,0.5,766
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-9ed748effa8f3bcd804612d9291da017b514e12f-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,222228,,0.37,767
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-2dd8966fdcf11972062c540b7a787e4d0de8d372-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,222686,,0.36,768
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-deeb15d6f009b3ca0c3bd503a7cef07462bd16b4-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,222800,,0.35,768
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-35168ade46184d7e5b91dfa04ca42fe2abd82717-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,225510,,0.5,792
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-fec187c2cb53d769c2682b35ca77858a811414a8-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,227141,,0.39,798
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-e64622cd2df5b521342cf4a62e0d4cb8f8c9ae5a-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,228093,,0.34,800
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-e34dfc68647d087ca3175d9ad3f023c30d8c9746-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,228337,,0.39,799
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-21b426b6a20ec1cc5ecad770730641750699757b-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,228541,,0.52,799
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-5fdc83e5da6222fe61163395baaad7ae57fa2cb4-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,176427,,0.44,804
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-ff1c025ad3210506fc76e1f604d8c8c27637d88e-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,176567,,0.32,805
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-305e7c96d5e2fdb3b248b27dfb21042fb2b7e0b8-v2ef375ac784985212b1805e1d0431dc8f1b3c171,178510,,0.43,809
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-233cb1cc48635130e5602549856a6fa4ab4c087f-v35616345bb8052ea303186706cec663146f0f184,180947,,0.35,815
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-8d05f0282a271bfd45e614238bd1b555c58b3fc1-v35616345bb8052ea303186706cec663146f0f184,181814,,0.36,816
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-de4a1c1a2839b5b49c3d4ce21d39de48d24e2091-v2ef375ac784985212b1805e1d0431dc8f1b3c171,182170,,0.39,814
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-1a9e74bfaf9a9db2a510dc14572d33ded6040a57-v2ef375ac784985212b1805e1d0431dc8f1b3c171,182229,,0.25,816
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-1943fa072ec3df5a87e18a23b0916f134c131016-vafb3e8e01b31319c66c4e666b8a3b1d8ba55db24,195086,,0.41,825
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-e57b6e0eeeb656eb2c84d6547d5a0a7333ecee85-v2ef375ac784985212b1805e1d0431dc8f1b3c171,204617,,0.41,835
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-01d1d1494411380d97cac14614a829d3a69cecaf-v2ef375ac784985212b1805e1d0431dc8f1b3c171,204705,,0.29,835
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-46e6839e21d9ff72abb6c5d49d5abaa5a8da8a81-v2ef375ac784985212b1805e1d0431dc8f1b3c171,193293,,0.43,815
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-bedc9f7fadf93f83d8dee95feeecb9922b6f063f-v2ef375ac784985212b1805e1d0431dc8f1b3c171,193302,,0.45,815
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-96b997802e942937e81d2b8a32d08f00d3f4bc4e-v5fc38aaf22415ab0b70567368332beee7955b367,194342,,0.35,828
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-cc360cd4a34a126274c7b51f3b63afbaf3e05a02-v5fc38aaf22415ab0b70567368332beee7955b367,194383,,0.35,828
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-70248f256f93ed9b1984494d0a1a919ddd774892-v2ef375ac784985212b1805e1d0431dc8f1b3c171,194334,,0.42,828
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-fcfa069a06ade76d91bac38127f3235c13d78eb1-v5fc38aaf22415ab0b70567368332beee7955b367,204470,,0.39,844
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-36ade4bba504eb96f05d32ceab9972df7eb17bcc-v2ef375ac784985212b1805e1d0431dc8f1b3c171,204887,,0.41,844
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-0fc6d1109d041c69a68a896db87cf1b8c194cef7-v2ef375ac784985212b1805e1d0431dc8f1b3c171,205210,,0.49,845
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-fd6790fe8c02b144ab2464f1fc8ab3d02ce3c476-v2ef375ac784985212b1805e1d0431dc8f1b3c171,205470,,0.27,846
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-f631cd4422744160d9dcf7a0455da532ce973315-v35616345bb8052ea303186706cec663146f0f184,205790,,0.45,850
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-54bcdc1eefa86cc20790973d6997b60c3bba884c-v2ef375ac784985212b1805e1d0431dc8f1b3c171,205999,,0.34,851
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-394bfaed6544c952c6b3463751abab3176ad4997-vafb3e8e01b31319c66c4e666b8a3b1d8ba55db24,206571,,0.37,852
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-34a13afd36b5e529d553892b1cd8b9d5ce8881c4-vafb3e8e01b31319c66c4e666b8a3b1d8ba55db24,207191,,0.44,854
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-66cfa15c372fa9e613ea5a82d3b03e4609399fb6-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,209074,,0.45,859
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-473a15f7908f2bb6d670b0e908ab34a28d8cf7e2-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,209073,,0.4,859
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-9b71c1ea67a9e7eb70dd83214d881c2031db6541-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,209073,,0.25,859
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-ef5ba1a0360b39f9eff027fbdc57f363597c3c3b-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,209075,,0.35,859
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-16de05407111ddd82fa12e54389d532362489da9-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,209071,,0.46,859
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-3d01c201b8aa54dd71d4f801b1dd12feb4c0a08a-v5fc38aaf22415ab0b70567368332beee7955b367,209116,,0.23,860
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-44e64199ed38003253f0296badd4a447645067b6-v2ef375ac784985212b1805e1d0431dc8f1b3c171,209670,,0.43,860
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-0b621cb0ce2b54d3f93d8d41d8ff4257888a87e5-v2ef375ac784985212b1805e1d0431dc8f1b3c171,210308,,0.42,866
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-c09e1439f145c66ee3af574386e277dd2388d094-v2ef375ac784985212b1805e1d0431dc8f1b3c171,211428,,0.32,871
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-cf06f4e3708f886032d4d2a30108c2fddb042d81-v2ef375ac784985212b1805e1d0431dc8f1b3c171,211554,,0.38,872
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-52708364b5f91e198defb022d1a5b4b3ebd9b563-v2ef375ac784985212b1805e1d0431dc8f1b3c171,214489,,1.13,881
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-996487c43e4fcc265b541f9eca1e7930e3c5cf05-v2ef375ac784985212b1805e1d0431dc8f1b3c171,214996,,0.46,883
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-c580ebf0801e5a3ecabc54f327498bb753c6d5f2-v2ef375ac784985212b1805e1d0431dc8f1b3c171,215369,,0.53,884
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-6dd402c0d0f7665d32a74c43c5b4cf5dc8aff28d-v5fc38aaf22415ab0b70567368332beee7955b367,215399,,0.55,884
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-8f46ba3f6dc7b18375f7aa63c48a1fe461190430-v2ef375ac784985212b1805e1d0431dc8f1b3c171,215694,,0.37,885
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-1af602b258b97aaba69d2585ed499d95e2303ac2-v2ef375ac784985212b1805e1d0431dc8f1b3c171,216987,,0.43,883
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-a84ecfb80a00f8ab7e341372560458e3f9cfffa2-v2ef375ac784985212b1805e1d0431dc8f1b3c171,211728,,0.34,880
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-85b867fe8d4378c8e371f055c70452f546055854-v2ef375ac784985212b1805e1d0431dc8f1b3c171,212042,,0.4,882
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-bf045f7ec7c27709ea3ef61cf41a24e8fdd2e7da-v059c6fdc75567943479b23ebca7c07b5e9a7f34c,212492,,0.66,884
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-5e0d6dc1483cb3336ea0e3dcbd4fe4aa00fc1742-v5149fcda2a9a6fe1d35dfed1bade1444a11ef271,213520,,0.36,886
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-ec2dcfce9eee9f808efc17a1b99e227fc4421dea-v5149fcda2a9a6fe1d35dfed1bade1444a11ef271,214191,,0.4,888
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-3e21c8214a998cb1058defd15aabb24617a76402-v5fc38aaf22415ab0b70567368332beee7955b367,222992,,0.38,907
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-0833b5f6f140d04200ec91605f88704dd18e2970-v059c6fdc75567943479b23ebca7c07b5e9a7f34c,223011,,0.64,907
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-e5340c449f23608803c286da0563b62f58ba25b0-v059c6fdc75567943479b23ebca7c07b5e9a7f34c,222608,,0.48,910
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-ed19d7f58b2664bb310c7cb6b52c5b9a06ea60b2-v059c6fdc75567943479b23ebca7c07b5e9a7f34c,223479,,0.36,916
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-f7753550f2c1dcb2348e4779fd5287166754827e-v059c6fdc75567943479b23ebca7c07b5e9a7f34c,223682,,0.47,917
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-479aa075ac79dc975e2e949e188a328e95bf78ff-vc2f56a753b62a190ddb23cd330c257b9cf560d12,223715,,0.36,917
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-5cef49ff3074f9eab1da6937a141a39a20828502-v02ad04386d5238fe2d1a1be450df257370de4b6a,224559,,0.49,922
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-e70f5b03187bdd40e8bf70f5f3ead840f52d1f42-v02ad04386d5238fe2d1a1be450df257370de4b6a,224566,,0.46,922
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-a25e8a09873838ca9efefd36ea8a45170bbeb95c-vc2f56a753b62a190ddb23cd330c257b9cf560d12,225422,,0.41,924
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-322834d0e6bf17e5661145c9f085b41215c280e8-v488d33dd1b2540b234cbb0468af6b6614941ce8f,225544,,0.5,924
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-ebfe9b7aa0c4ba9d451f993e08955004aaec4345-v059c6fdc75567943479b23ebca7c07b5e9a7f34c,225434,,0.48,925
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-f91ace96223cac8161c16dd061907e138fe85111-v059c6fdc75567943479b23ebca7c07b5e9a7f34c,225474,,0.32,926
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-0d2afd58f3d0e34af21cee7d8a3fc9d855594e9f-vnan,220185,,0.44,926
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-3fd8e12949b8feda401930574facf09dd4180bba,220319,,0.4,926
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-50efac08f623644a85441bbe02ab9347d2b71a9d-v9f8e9d96c85c85a605e382f1510bd08563afc566,220830,,0.39,927
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-2e961080a85d660148937ee8f0f6b3445a8f2c01-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,220848,,0.51,927
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-f8e7fea0becae25ae20606f1422068137189fe9e,220855,,0.35,927
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-c0be28ebee3e1837aaf3f30ec534ccd6d038f129-v9f8e9d96c85c85a605e382f1510bd08563afc566,220959,,0.38,927
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-7b603dd6bf195e3e723ce08ff64a82b406e3f6b6-v9f8e9d96c85c85a605e382f1510bd08563afc566,221078,,0.5,927
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-fea33d607fde83cf505b228238cf365936437a63-v9f8e9d96c85c85a605e382f1510bd08563afc566,221080,,0.38,927
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-7f9713b20f623fc40473b7167a082d6db0f0fd40-va0fd88aac89cde702ec1ba84877234da33adce8a,220994,,0.2,927
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-0aa57e4f7243024fa4bba8853306691b5dbd77b3-v5149fcda2a9a6fe1d35dfed1bade1444a11ef271,222048,,0.47,932
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-8cd06741bb56cdca49f5cdc0542da97681154315-v5149fcda2a9a6fe1d35dfed1bade1444a11ef271,221999,,0.39,932
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-99029144b5109bb1b2a53964a7c129e009980cd9-va0fd88aac89cde702ec1ba84877234da33adce8a,222656,,0.42,933
qutebrowser__qutebrowser,instance_qutebrowser__qutebrowser-e15d26630934d0b6415ed2295ac42fd570a57620-va0fd88aac89cde702ec1ba84877234da33adce8a,224201,,0.55,936
tutao__tutanota,instance_tutao__tutanota-51818218c6ae33de00cbea3a4d30daac8c34142e-vc4e41fd0029957297843cb9dec4a25c7c756f029,510741,,0.52,1706
tutao__tutanota,instance_tutao__tutanota-de49d486feef842101506adf040a0f00ded59519-v10a26bfb45a064b93f4fc044a0254925037b88f1,511386,,1.13,1708
tutao__tutanota,instance_tutao__tutanota-219bc8f05d7b980e038bc1524cb021bf56397a1b-vee878bb72091875e912c52fc32bc60ec3760227b,508050,,1.03,1727
tutao__tutanota,instance_tutao__tutanota-8513a9e8114a8b42e64f4348335e0f23efa054c4-vee878bb72091875e912c52fc32bc60ec3760227b,511321,,0.45,1759
tutao__tutanota,instance_tutao__tutanota-befce4b146002b9abc86aa95f4d57581771815ce-vee878bb72091875e912c52fc32bc60ec3760227b,513719,,1.23,1760
tutao__tutanota,instance_tutao__tutanota-4b4e45949096bb288f2b522f657610e480efa3e8-vee878bb72091875e912c52fc32bc60ec3760227b,518981,,0.45,1446
tutao__tutanota,instance_tutao__tutanota-40e94dee2bcec2b63f362da283123e9df1874cc1-vc4e41fd0029957297843cb9dec4a25c7c756f029,521808,,0.76,1443
tutao__tutanota,instance_tutao__tutanota-12a6cbaa4f8b43c2f85caca0787ab55501539955-vc4e41fd0029957297843cb9dec4a25c7c756f029,522213,,1.02,1666
tutao__tutanota,instance_tutao__tutanota-fb32e5f9d9fc152a00144d56dd0af01760a2d4dc-vc4e41fd0029957297843cb9dec4a25c7c756f029,567882,,0.88,1704
tutao__tutanota,instance_tutao__tutanota-fe240cbf7f0fdd6744ef7bef8cb61676bcdbb621-vc4e41fd0029957297843cb9dec4a25c7c756f029,798709,,0.73,1875
tutao__tutanota,instance_tutao__tutanota-1ff82aa365763cee2d609c9d19360ad87fdf2ec7-vc4e41fd0029957297843cb9dec4a25c7c756f029,800111,,0.41,1877
tutao__tutanota,instance_tutao__tutanota-1e516e989b3c0221f4af6b297d9c0e4c43e4adc3-vbc0d9ba8f0071fbe982809910959a6ff8884dbbf,802799,,0.71,1891
tutao__tutanota,instance_tutao__tutanota-f3ffe17af6e8ab007e8d461355057ad237846d9d-vbc0d9ba8f0071fbe982809910959a6ff8884dbbf,823403,,0.78,1940
tutao__tutanota,instance_tutao__tutanota-09c2776c0fce3db5c6e18da92b5a45dce9f013aa-vbc0d9ba8f0071fbe982809910959a6ff8884dbbf,823332,,0.45,1942
tutao__tutanota,instance_tutao__tutanota-da4edb7375c10f47f4ed3860a591c5e6557f7b5c-vbc0d9ba8f0071fbe982809910959a6ff8884dbbf,823862,,0.43,1949
tutao__tutanota,instance_tutao__tutanota-d1aa0ecec288bfc800cfb9133b087c4f81ad8b38-vbc0d9ba8f0071fbe982809910959a6ff8884dbbf,824080,,0.98,1951
tutao__tutanota,instance_tutao__tutanota-fbdb72a2bd39b05131ff905780d9d4a2a074de26-vbc0d9ba8f0071fbe982809910959a6ff8884dbbf,829708,,1.0,1971
tutao__tutanota,instance_tutao__tutanota-db90ac26ab78addf72a8efaff3c7acc0fbd6d000-vbc0d9ba8f0071fbe982809910959a6ff8884dbbf,830072,,0.67,1972
tutao__tutanota,instance_tutao__tutanota-b4934a0f3c34d9d7649e944b183137e8fad3e859-vbc0d9ba8f0071fbe982809910959a6ff8884dbbf,830737,,0.98,1980
tutao__tutanota,instance_tutao__tutanota-f373ac3808deefce8183dad8d16729839cc330c1-v2939aa9f4356f0dc9f523ee5ce19d09e08ab979b,828751,,1.23,2054
